;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;12;12;33.5
1;2;Champagne;3;3;50.0
2;3;Picardie;5;5;30.0
3;4;Haute-Normandie;4;4;32.5
4;5;Centre;10;10;45.0
5;6;Basse-Normandie;3;3;22.5
6;7;Bourgogne;6;6;32.0
7;8;Nord;7;7;24.1666666667
8;9;Lorraine;6;6;31.0
9;10;Alsace;4;4;39.75
10;11;Franche Comté;3;3;28.3333333333
11;12;Pays de la Loire;9;9;31.875
12;13;Bretagne;4;4;23.75
13;14;Poitou Charentes;12;12;42.5
14;15;Aquitaine;5;5;19.0
15;16;Midi-Pyrénées;10;10;42.7777777778
16;17;limousin;2;2;37.5
17;18;Rhône-Alpes;5;5;84.0
18;19;Auvergne;4;4;40.0
19;20;Languedoc;8;8;25.0
20;21;Provence Côte d'Azur;6;6;33.3333333333
